sample_id,source_type,zotero_item_key,attachment_key,journal,journal_tier,article_title,year,doi,figure_id,pdf_page,caption,relevance_score,target_primary_purpose,asset_visibility,asset_path,pixel_width,pixel_height,sha256,license_status,redistribution_allowed,counted_toward_private_100,visual_inspection_status,notes,topics,crop_bbox_pt,dpi,third_party_risk,source_pdf_sha256
ZOT-2ZZCT8JM-ZSXP8Q2T-FIG7-P10,zotero_pdf,2ZZCT8JM,ZSXP8Q2T,Biochemical Engineering Journal,other,Carbon partitioning mechanisms in environmental methanotrophic consortia for methane-based single-cell protein production,2026,10.1016/j.bej.2026.110333,Figure 7,10,"Fig. 7. Conceptual metabolic framework illustrating the proposed relationship between methane oxidation, downstream C1 metabolism, carbon allo­ cation, and SCP productivity in the enriched methanotrophic consortia. The pathway integrates methane oxidation, methanol and formaldehyde conversion, RuMP assimilation, H4F/H4MPT-linked C1 transfer, serine-cycle-associated metabolism, serine biosynthesis genes (serA, serB, and serC), the Calvin–Benson–Bassham (CBB) cycle for CO2 re-assimilation, and formate oxidation to CO2. Colored mini-bars represent row min-max normalized metagenomic gene abundance for MOBC1–MOBC4 and are presented as indicators of metagenomic functional potential.",71,metabolic_pathway,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Biochemical-Engineering-Journal\2ZZCT8JM\ZOT-2ZZCT8JM-ZSXP8Q2T-FIG7-P10.png,1487,1115,dc234cb0b62293c9366285a1a9b011f1d01cb06570261c7151eb33359d9b1f43,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy;soluble_donors_mediators;environmental_microbiology_engineering,"83.59,51.42,511.64,372.33",250,not_detected_in_caption_not_cleared,4f8ce6b7dbe402a83921730a8a3ad7da98b52746f52ee68468b935a0158cef02
ZOT-4YYHXE4L-E2S47CMC-FIG4-P7,zotero_pdf,4YYHXE4L,E2S47CMC,Trends in Microbiology,other,Current trends in electromicrobiology of methane oxidation,2025,10.1016/j.tim.2025.02.012,Figure 4,7,"Figure 4. Conceptual representation of biogeochemical cycles associated with electrochemically driven methane oxidation across geochemical zones. The special metabolism of methane-oxidizing bacteria (MOB) under microaerobic conditions enables coupling of methane oxidation to extracellular electron transfer (EET)-linked biogeochemical cycles, including direct Fe(III)/Mn(IV) reduction (1), or intermediate-dependent synergistic interactions with bacterial partners for more diverse elemental (Fe, Mn, Cr, and As) cycles (2). In anoxic zones, anaerobic methanotrophic archaea (ANME) use EET pathways to couple anaerobic oxidation of methane (AOM) to direct Fe(III)/Mn(IV) reduction (3), reduction of humic substances and analogs like pyrogenic carbon (4), Cr(VI) (5), and As(V) (6), or through direct interspecies electron transfer with sulfate-reducing bacteria for sulfate reduction (7). Certain methanogens can also couple AOM to Fe(III) reduction via direct EET (8) or through intermediate-dependent synergistic interactions with metal-reducing bacteria (9). AOM-linked biogeochemical cycles can also interact with each other: humic substances and pyrogenic carbon can function as electron snorkels to facilitate Fe(III)- and Mn(IV)-dependent AOM (10); iron minerals can interact with and stimulate humic-dependent (11) and sulfate-dependent AOM (12); humic or iron minerals can mediate methane oxidation coupled to CO2 reduction (13) or N2O reduction (14).",71,environmental_process,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Trends-in-Microbiology\4YYHXE4L\ZOT-4YYHXE4L-E2S47CMC-FIG4-P7.png,1277,1114,4ee9e4a499aaf24bd2e2fcff3a6508d6cad1e423d4a8eeaf49d0ac9c36902451,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy;microbial_cross_feeding;electron_transfer;oxygen_redox_interfaces;material_microbe_interfaces;environmental_microbiology_engineering,"52.78,108.52,420.39,429.12",250,not_detected_in_caption_not_cleared,1998648707b4d29ba8690358991bc3b381d0c63022ac23d1ee28a5d1251878ec
ZOT-YVMA22R4-6R56RAIY-FIG2-P9,zotero_pdf,YVMA22R4,6R56RAIY,Environmental Microbiology Reports,other,Anaerobic oxidation of methane mediated by microbial extracellular respiration,2021,10.1111/1758-2229.13008,Figure 2,9,"Fig. 2. Extracellular electron transfer pathways of AOM coupled to reduction of metal oxides (iron and manganese oxides). A. Direct electron trans- fer from ANME or methane-oxidizing archaea to metals via membrane-bound multi-heme cytochrome (MHC) proteins, or putatively accompanied by long-range electron transfer via conductive archaellum. B. Putative mediated electron transfer from methane-oxidizing archaea to metals via cyclic redox of soluble electron shuttles secreted by cells. C. Methane-oxidizing archaea lacking membrane-associated redox-active and conductive apparatus transfer electrons to metals with metal-reducing bacteria playing a bridging role, i.e. archaea transfer electrons to partnered metal- reducing bacteria through diffusive intermediates, then bacteria oxidizing intermediates to reduce metals via canonical EET pathways.",71,microbial_interaction,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Environmental-Microbiology-Reports\YVMA22R4\ZOT-YVMA22R4-6R56RAIY-FIG2-P9.png,1549,471,0d76f961ad58e2904800e8f5b069d747151fe0f6e4b5a7e90d1f9daea79a6f35,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy;electron_transfer;oxygen_redox_interfaces;material_microbe_interfaces;environmental_microbiology_engineering,"55.02,36.05,500.98,171.41",250,not_detected_in_caption_not_cleared,dd3e9f09d423d1bdb89caceb363ce2305c3c162ed76af42013cf13297e261c07
ZOT-2XQJC5ZR-3EDUZ88P-FIG6-P28,zotero_pdf,2XQJC5ZR,3EDUZ88P,Bioresource Technology,secondary,Magnetite-enhanced humic substances-driven anaerobic oxidation of methane: Insights into extracellular electron transfer mechanisms and microbial interactions,2026,10.1016/j.biortech.2026.135367,Figure 6,28,Figure 6. Potential model of microbial syntrophic cooperation in HA-driven AOM.,70,microbial_interaction,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Bioresource-Technology\2XQJC5ZR\ZOT-2XQJC5ZR-3EDUZ88P-FIG6-P28.png,1723,713,0e872dece835cb313c9737ccd624a4ac78240710941834a0c1c4c57e7c9fef2a,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy;microbial_cross_feeding;electron_transfer;environmental_microbiology_engineering,"49.56,40.40,545.74,245.58",250,not_detected_in_caption_not_cleared,6b2d76411efb35c2c8ae3e76f1d3aa9c231e5218b3d6b584a739dce9d1aa3863
ZOT-XKPR3PWL-63E7V4ZZ-FIG5-P7,zotero_pdf,XKPR3PWL,63E7V4ZZ,The ISME Journal,core,Methane-dependent selenate reduction by a bacterial consortium,2021,10.1038/s41396-021-01044-3,Figure 5,7,"Fig. 5 Metabolic pathway linking methane oxidation to selenate reduction by bacterial consortia. The color of the symbols indicates the number of expressed unique peptides identiﬁed with proteomics. Empty symbols indicate genes missing in the corresponding MAGs. Pmo particulate methane monooxygenase, Medh PQQ-dependent methanol dehydrogenase, Fae formaldehyde-activating enzyme, Fdh NAD- dependent formate dehydrogenase, Gly serine hydroxymethyltransferase, AGXT serine-glyoxylate aminotransferase, Hpr hydroxypyruvate reductase, Gck glycerate kinase, ENO enolase, Pyk pyruvate kinase, Ppc phosphoenolpyruvate carboxylase, Madh malate dehydrogenase, Mtk malate-CoA ligase, Mcl malyl-CoA lyase, Fum fumarate hydratase, Sdh succinate dehydrogenase, CS citrate synthase, Ace pyruvate dehydrogenase, Pta phosphate acetyltransferase, Ack acetate kinase, Lld L-lactate dehydrogenase, Suc succinyl-CoA synthetase, Mut methylmalonyl-CoA mutase, Mce methylmalonyl-CoA epimerase, Mmd methylmalonyl-CoA decarboxylase, Pct propionyl-CoA transferase, Aca acetyl-CoA C-acetyltransferase, Hbd 3-hydroxybutyryl-CoA dehydrogenase, Ech enoyl-CoA hydratase, Ccr crotonyl-CoA reductase, Bct butyryl- CoA transferase, Nap periplasmic nitrate reductase, Nir copper-containing nitrite reductase, Pcs propionyl-CoA synthetase, Acs acetyl-CoA synthetase, Ldh lactate dehydrogenase.",70,metabolic_pathway,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\The-ISME-Journal\XKPR3PWL\ZOT-XKPR3PWL-63E7V4ZZ-FIG5-P7.png,1149,970,7f3715ebb9f918cea10f03b8fce2a361531dc0c15d69f224c9ec1030d5fdb4d4,not_verified_private_reference_only,false,true,complete,"Private reference only; caption-based selection; verify against source PDF. Source PDF and rendered crop visually compared 2026-09-11: full figure, matching caption, readable resolution, useful schematic or integrated layout. Private use only; rights not cleared.",methane_methanotrophy;soluble_donors_mediators;oxygen_redox_interfaces;material_microbe_interfaces,"122.12,56.60,452.90,335.81",250,not_detected_in_caption_not_cleared,4a6af18f9def728c51b4f256abe371df78f6ddd40d24759c4f4faca3ffb74e26
ZOT-3625XNU4-DIPJIBAZ-FIG6-P7,zotero_pdf,3625XNU4,DIPJIBAZ,Nature Communications,core,Genomic and enzymatic evidence of acetogenesis by anaerobic methanotrophic archaea,2020,10.1038/s41467-020-17860-8,Figure 6,7,"Fig. 6 Proposed conceptual diagram of carbon cycling in cold seeps. A proposed conceptual model of carbon cycling in cold seeps: during the classic anaerobic oxidation of methane process, methane can be converted into organic carbon, such as acetate, which further fuels the heterotrophic community in the ecosystem.",69,environmental_process,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Nature-Communications\3625XNU4\ZOT-3625XNU4-DIPJIBAZ-FIG6-P7.png,1486,992,a1fdf35f96ca5776ab0b58d44df602d4e0ac3ba0a4fc66b78d1da0089ff2a0e4,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy;soluble_donors_mediators,"83.61,409.48,511.41,694.71",250,not_detected_in_caption_not_cleared,e291431ddbfa3355517bfd9ea68ad460d71fd00c59e636d0e1227e7903518d0f
ZOT-H6FIEJJA-8FF87MRP-FIG2-P4,zotero_pdf,H6FIEJJA,8FF87MRP,Nature Sustainability,other,Methanotroph-driven phosphorus recovery for sustainable wastewater management,2026,10.1038/s41893-026-01807-w,Figure 2,4,"Fig. 2 | Genetic and metabolic characterization of methanotrophic PAOs revealing their dual roles in methane oxidation and polyP metabolism. a, Gene abundance for key metabolic pathways, including methane oxidation, polyP metabolism, glycogen metabolism, RuMP and RuBP cycles across methanotrophic PAOs (Ca. M. multiphosphori and 22 Methylococcaceae) and canonical PAOs (19 Accumulibacter and 4 Tetrasphaera), retrieved from NCBI RefSeq Database and our study. Methanotrophic PAOs show conserved polyP and methane metabolism genes, while the missing glgA gene in its glycogen biosynthesis pathway of Ca. M. multiphosphori was filled on the basis of RACS- detected glycogen accumulation. b, Generalized and reconstructed metabolic model representing the integration of methane oxidation, RuMP cycle, polyP metabolism and P transport, TCA cycle and glycogen metabolism in both methanotrophic and canonical PAOs. The illustration highlights shared pathways such as the TCA cycle, P transport and polyP metabolism among methanotrophic and canonical PAOs. Only methanotrophic PAOs contain the methane oxidation pathway and RuMP cycle. For glycogen synthesis, Tetrasphaera uses the glgCME pathway, while methanotrophic PAOs and Accumulibacter use the glgCAB pathway. c, Metabolic interaction potential (MIP) of mixed communities containing methanotrophic and canonical PAOs, for the evaluation of cooperative behaviours between these organisms. This illustrates how shared metabolites evolve as community complexity increases, highlighting potential synergies between methanotrophic and canonical PAOs in P recovery systems.",69,integrated_mechanism,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Nature-Sustainability\H6FIEJJA\ZOT-H6FIEJJA-8FF87MRP-FIG2-P4.png,1850,1235,bdc41fa5b58f3f1036d03153ba23519cc6ca776b3481d24d07a07f3c8e698bdb,not_verified_private_reference_only,false,true,complete,"Private reference only; caption-based selection; verify against source PDF. Source PDF and rendered crop visually compared 2026-09-11: full figure, matching caption, readable resolution, useful schematic or integrated layout. Private use only; rights not cleared.",methane_methanotrophy;environmental_microbiology_engineering,"34.79,48.66,567.16,403.90",250,not_detected_in_caption_not_cleared,f8904556b7a3a0ba521f88849ce6f7ab0772128351d17c4430ca0b2e29f498e7
ZOT-4WW3EAGK-YVETMRNQ-FIG4-P7,zotero_pdf,4WW3EAGK,YVETMRNQ,Environmental Science & Technology,core,Iron Modulates the Growth and Activity of Nitrate-Dependent Methanotrophic Bacteria by Reprogramming Carbon Metabolism,2025,10.1021/acs.est.5c01275,Figure 4,7,"Figure 4. Expression of genes involved in iron, nitrogen and methane metabolic pathways in “Ca. M. sinica” under 40 μM Fe2+treatment compared to 20 μM Fe2+treatment. a, b, d, e, Changes in transcripts (a, d) and proteins (b, e) related to iron metabolism (a, b) and methane oxidation coupled with complete denitrification (d, e) in “M. sinica” exposed to 40 μM Fe2+. Each symbol represents the mean of three replicates, with error bars indicating standard deviations. Differences between the two setups were assessed using Hedges’ g for effect size, with’**’ indicating a substantial difference (effect size > 0.8) between the two sets of data (Tables S8−S11). c, f, Scheme of iron metabolism and methane oxidation coupled to complete denitrification in “M. sinica”. Fur, ferric uptake regulation protein; Fd, ferredoxin; Bfr, bacterioferritin; Nap, periplasmic nitrate reductase; NirS, cytochrome cd1 nitrite reductase; Nod, putative nitric oxide dismutase; pMMO, particulate methane monooxygenase; Serine, serine pathway; CBB, Calvin Benson Bassham cycle.",68,comparative_perturbation,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Environmental-Science-Technology\4WW3EAGK\ZOT-4WW3EAGK-YVETMRNQ-FIG4-P7.png,1745,886,1d792b302f6e90df21689838bc129e5610e57f33a2f0e979e673ccde202aee50,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy;oxygen_redox_interfaces,"52.24,56.43,554.60,311.11",250,not_detected_in_caption_not_cleared,d8e739707ee14cb05cb9e34f787d1f88d49eb124f5c1d8322168b6745d078e7e
ZOT-8UQKG5QR-8IBESLUP-FIG6-P8,zotero_pdf,8UQKG5QR,8IBESLUP,Nature Communications,core,Persistent activity of aerobic methane-oxidizing bacteria in anoxic lake waters due to metabolic versatility,2024,10.1038/s41467-024-49602-5,Figure 6,8,"Fig. 6 | Schematic overview of microbial methane oxidation in the anoxic hypolimnion of Lake Zug. The left panel depicts representative water column proﬁles of oxygen and methane. The right panel illustrates the MOB groups, comprising gammaproteobacterial MOB (ﬁlaments, large rods, small rods, cocci) as well as anaerobic NC10 bacteria and their respective contribution to methane oxidation and assimilation at and below the oxic–anoxic interface. Note that the abundance, activity, and cell size of the different gamma-MOB groups are reﬂected by their respective numbers, color shading, and size in the ﬁgure. In the presence of oxygen, all four distinct Methylococcales-related gamma-MOB groups showed methane-dependent growth at comparable rates, whereas under apparent anoxia, only one group, the large rod-shaped gamma-MOB, was persistently active. Based on this, we conclude that under hypoxic conditions, all identiﬁed MOB groups contribute to methane oxidation, while large rod-shaped MOBs, as well as pre- sumably NC10 bacteria, are responsible for the observed methane oxidation under anoxic conditions. Under anoxia, the assimilation of methane carbon into biomass exceeded the oxidation to carbon dioxide in this sampling campaign (see also Fig. S1). We envision that aerobic methane oxidation by gamma-MOB under apparent anoxia can be sustained by traces of oxygen that are periodically mixed into the anoxic waters (green arrows), in combination with anaerobic processes such as denitriﬁcation and/or fermentation that allow for energy conservation independently of oxygen. This image was created with Adobe Illustrator.",68,environmental_process,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Nature-Communications\8UQKG5QR\ZOT-8UQKG5QR-8IBESLUP-FIG6-P8.png,1135,783,f9e45953cb710bbc76960dae3a0b4d40d9f509fca677724bec5922bdafdb9de3,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy;oxygen_redox_interfaces;environmental_microbiology_engineering,"137.55,44.74,464.07,269.87",250,not_detected_in_caption_not_cleared,249b0edc4dff3164dddb4451af4f08267ade217ac891abe3413f74bcf8071443
ZOT-C2JA7PJP-R8NIKWYW-FIG3-P5,zotero_pdf,C2JA7PJP,R8NIKWYW,Nature Communications,core,Characterization and modelling of interspecies electron transfer mechanisms and microbial community dynamics of a syntrophic association,2013,10.1038/ncomms3809,Figure 3,5,Figure 3 | Insights into the mechanisms of electron transfer from transcriptomic data. (a) Fold changes observed for the differentially expressed genes in the hyb K.O. strain and CS K.O. strain. (b) Metabolic interpretation of the transcriptomic differences in the hyb K.O. strain relative to the WTstrain. The main genes unregulated in the hyb K.O. strain include the omcS that are associated with the pathway for DIET in the consortium. (c) Metabolic adjustments in the CS K.O. strain based on the transcriptomic data. The elimination of interspecies electron transfer via acetate oxidation confers a suboptimal direct electron transfer phenotype to the consortium. This is mirrored by the signiﬁcant suppression of the electron transfer pathway involved in DIET in G. metallireducens. All ﬂux values are in mmol per gram DW per h.,68,electron_transfer,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Nature-Communications\C2JA7PJP\ZOT-C2JA7PJP-R8NIKWYW-FIG3-P5.png,1263,1238,61c0d2859888960889d3b191fb8435cd20b7011ff1949bbb92052f56620562a4,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,microbial_cross_feeding;electron_transfer;soluble_donors_mediators;environmental_microbiology_engineering,"116.08,318.61,479.63,674.83",250,not_detected_in_caption_not_cleared,8c5a8c9cfbaa5fa67fcb054996f110b4ef501d7f5c7815a2cf59b882d85acc87
ZOT-3M33NPCZ-EZYQFXX8-FIG5-P5,zotero_pdf,3M33NPCZ,EZYQFXX8,The ISME Journal,core,Light-driven carbon dioxide reduction to methane by <i>Methanosarcina barkeri</i> in an electric syntrophic coculture,2022,10.1038/s41396-021-01078-7,Figure 5,5,"Fig. 5 The mechanism of light-driven CO2-to-CH4 conversion in R. palustris and M. barkeri coculture as revealed by metatranscriptomics. Genes involved in the processes include those that encode (1) Sox proteins, (2) proteins involved in cyclic photophosphorylation, (3) NADH- quinone oxidoreductase, (4) Ribulose-1,5-bisphosphate carboxylase/oxygenase, (5) and (23) ATP synthase, (6) enzymes participating in the Calvin–Benson–Bassham cycle, (7) PioABC, (8) nitrogenases, (9) c-type cytochromes, (10) ﬂagellar proteins, (11) pilus proteins, (12) F420H2 dehydrogenases Fpo, (13) and (16) proteins involved in methanophenazine biosynthesis, (14) EchA-F hydrogenases, (15) MP-reducing hydrogenases VhtACG, (17) heterodisulﬁde reductases HdrDE, (18) heterodisulﬁde reductases HdrABC, (19) Formylmethanofuran dehydrogenases, (20) F420 hydrogenases, (21) Methenyl cyclohydrolases, (22) Methyl-CoM reductases, (24) methyltransferases MtrA-H, (25) Na+/H+ antiporter Nha, (26) acyl-CoA synthetases. Inset heat maps show the average transcript abundance of genes from triplicate independent cocultures presented as log2 FPKM values. The median log2 FPKM was 6.6 for R. palustris and 7.1 for M. barkeri. The blue and red lines indicate the speculated electron ﬂux and CO2 ﬁxation pathway, respectively, during light-driven methanogenesis in the coculture.",66,microbial_interaction,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\The-ISME-Journal\3M33NPCZ\ZOT-3M33NPCZ-EZYQFXX8-FIG5-P5.png,1154,683,d5e7ac2a386bce7346c62d76db35eb0bd22bb2bd17c838a689cd4aff366d51d9,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy;RP_carbon_fixation;microbial_cross_feeding;soluble_donors_mediators;oxygen_redox_interfaces,"136.37,219.65,468.37,415.93",250,not_detected_in_caption_not_cleared,bc26c59d99d5d59f8d024cac2b5e5978d5e9de6799bd08ec6e92b0c1a05b68a4
ZOT-G67LXLNE-JPGVHPRK-FIG5-P7,zotero_pdf,G67LXLNE,JPGVHPRK,Nature Communications,core,Metabolic coupling between soil aerobic methanotrophs and denitrifiers in rice paddy fields,2024,10.1038/s41467-024-47827-y,Figure 5,7,"Fig. 5 | The proposed metabolic pathways of the coupling between aerobic methane (CH4) oxidation and denitriﬁcation in the paddy soils. A The color gradients represent the logarithm of transcripts per million (TPM) of major genes in the corresponding metagenome-assembled genomes (MAGs) classiﬁed as metha- notrophs and denitriﬁers, respectively, in the heavy DNA from 13CH4 incubation. The deﬁnitions of genes are listed in Supplementary Table 7. B Changes in the soils. The square, circle, and triangle in (A) represent MAGs recovered from black soil, red soil, and yellow soil, respectively. The error bar in (B) represents the standard error of triplicate samples, and data are presented as mean values ± standard error (n = 3; one-way ANOVA followed by two-sided Tukey post hoc test). Different lowercase letters in (B) indicate signiﬁcant differences between treat- ments (p < 0.05). Exact p values and Source data are provided as a Source Data ﬁle.",66,integrated_mechanism,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Nature-Communications\G67LXLNE\ZOT-G67LXLNE-JPGVHPRK-FIG5-P7.png,1268,1539,e0cab8a4b8d26be3b73d861bf2569ba62d6544536e2729965bbabed702a3de76,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy,"119.74,43.63,484.45,486.47",250,not_detected_in_caption_not_cleared,0acef0a0562335548c8459f2f6bf8d9415bd6b5abe92a3d2f1d67fab7872a541
ZOT-EGT8E7B6-VIU9D7QE-FIG5-P8,zotero_pdf,EGT8E7B6,VIU9D7QE,Frontiers in Microbiology,other,Humic Substances Mediate Anaerobic Methane Oxidation Linked to Nitrous Oxide Reduction in Wetland Sediments,2020,10.3389/fmicb.2020.00587,Figure 5,8,"FIGURE 5 | Schematic representation of anaerobic CH4 oxidation linked to N2O reduction mediated by the electron shuttling capacity of humic substances. Panel (A) illustrates the extracellular electron transfer process promoted by humic substances, which links the metabolic capabilities of anaerobic methane oxidizing and nitrous oxide reducing microbes. Full (green) batteries are a representation of the high content of reducing equivalents in CH4, which are taken by anaerobic methane oxidizing-humus reducing microorganisms and then taken from the reduced redox-active moieties (hydroquinones) by humus oxidizing-nitrous oxide-reducing microbes to reduce N2O, represented by an energy depleted (red) battery, into inert N2. In the absence of humic substances (B), each process consuming CH4 and N2O could be independently fueled by an alternative electron donor or electron acceptor present at the wetland sediments (displayed in attenuated colors).",65,electron_transfer,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Frontiers-in-Microbiology\EGT8E7B6\ZOT-EGT8E7B6-VIU9D7QE-FIG5-P8.png,1588,1188,745909f607a63d6cb98109e70e00630303354595ec46ff41f32aa3674370acaf,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy;electron_transfer;oxygen_redox_interfaces,"67.97,65.02,525.25,406.91",250,not_detected_in_caption_not_cleared,4c7344fdd4d1d801fcd694e4c768b32e5b6eb2e770d81072c4adc9eba6dd3ccf
ZOT-ZN7J262M-NV53KDXC-FIG2-P4,zotero_pdf,ZN7J262M,NV53KDXC,The ISME Journal,core,Enigmatic persistence of aerobic methanotrophs in oxygen-limiting freshwater habitats,2024,10.1093/ismejo/wrae041,Figure 2,4,"Figure 2. Schematic representation of methane (CH4) oxidation zones in seasonally or permanently stratified lakes with anoxic hypolimnia and sediments. Shown are typical profiles of dissolved oxygen (O2), CH4, and carbon stable isotope composition of CH4 and the methanotrophic microorganisms commonly found in each layer. In the oxic and hypoxic portions of the water column, alphaproteobacterial and gammaproteobacterial MOB can be found, with gammaproteobacterial MOB often more abundant in hypoxic waters, as indicated by bold fonts. Gammaproteobacterial MOB, “Ca. Methylomirabilota”, and anaerobic methanotrophic archaea (ANME) can be present in anoxic hypolimnia and sediments.The abundance, activity, and importance of each methanotrophic group to the total CH4 consumption in each of the layers may vary with the ecosystem. Methanotrophic bacteria in the “Ca. Methylomirabilota” (formerly NC10) phylum aerobically oxidize CH4 under anoxic conditions through intracellular O2 production from nitrite.",64,environmental_process,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\The-ISME-Journal\ZN7J262M\ZOT-ZN7J262M-NV53KDXC-FIG2-P4.png,1279,1010,759fa8d2ffb28ff362b3d1b56c7b37fc26653c92d171c4e5342b77670b3c5708,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy;oxygen_redox_interfaces,"110.21,48.27,478.24,338.90",250,not_detected_in_caption_not_cleared,faf8c63e61ed549a0c3a09bc00ef0f8d205581966a8fb3f65d66db0811195248
ZOT-V6E2YIFI-8C3WF7PI-FIG1-P2,zotero_pdf,V6E2YIFI,8C3WF7PI,Engineering,other,Mechanical Energy Drives the Growth and Carbon Fixation of Electroactive Microorganisms,2025,10.1016/j.eng.2024.08.006,Figure 1,2,"Fig. 1. Illustration of the R. palustris-BTO system. (a) Depiction of the R. palustris-BTO system, in which cells grow via the BPE process based on mechanical energy; (b) proposed principle of the BPE process in a system with R. palustris and BTO; (c) pathway diagram for sustainable carbon ﬁxation coupled with NO3  reduction in the R. palustris-BTO system; CBB: Calvin–Benson–Bassham cycle.",63,material_microbe_interface,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Engineering\V6E2YIFI\ZOT-V6E2YIFI-8C3WF7PI-FIG1-P2.png,1581,703,9ef585cfe1d215c6e1e26e95b8795ba202091b3ac2aa492d5954108249d0d86d,not_verified_private_reference_only,false,true,complete,"Private reference only; caption-based selection; verify against source PDF. Source PDF and rendered crop visually compared 2026-09-11: full figure, matching caption, readable resolution, useful schematic or integrated layout. Private use only; rights not cleared.",RP_carbon_fixation,"70.44,522.96,525.58,725.08",250,not_detected_in_caption_not_cleared,1d1269035d62fb66a2c00b1c4e7ff0d890021eb7405966ac69395593687be5b4
