candidate_id,year,journal,article_url,figure_number,style_learning_tier,primary_purpose,style_family,layout_archetype,domain_relevance_to_bath_rp,rights_status,public_mirror,inspection_basis,notes
S15-040,2025,Applied and Environmental Microbiology,https://pmc.ncbi.nlm.nih.gov/articles/PMC12366373/,1,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,public_mirror_allowed_cc_by,false,direct_contact_sheet,"Predominantly quantitative, microscopy-heavy, or redundant with a stronger selected figure."
S15-040,2025,Applied and Environmental Microbiology,https://pmc.ncbi.nlm.nih.gov/articles/PMC12366373/,2,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,public_mirror_allowed_cc_by,false,direct_contact_sheet,"Predominantly quantitative, microscopy-heavy, or redundant with a stronger selected figure."
S15-040,2025,Applied and Environmental Microbiology,https://pmc.ncbi.nlm.nih.gov/articles/PMC12366373/,3,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet,"Predominantly quantitative, microscopy-heavy, or redundant with a stronger selected figure."
S15-040,2025,Applied and Environmental Microbiology,https://pmc.ncbi.nlm.nih.gov/articles/PMC12366373/,4,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,public_mirror_allowed_cc_by,false,direct_contact_sheet,"Predominantly quantitative, microscopy-heavy, or redundant with a stronger selected figure."
S15-040,2025,Applied and Environmental Microbiology,https://pmc.ncbi.nlm.nih.gov/articles/PMC12366373/,5,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,public_mirror_allowed_cc_by,false,direct_contact_sheet,"Predominantly quantitative, microscopy-heavy, or redundant with a stronger selected figure."
S15-040,2025,Applied and Environmental Microbiology,https://pmc.ncbi.nlm.nih.gov/articles/PMC12366373/,6,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,public_mirror_allowed_cc_by,false,direct_contact_sheet,"Predominantly quantitative, microscopy-heavy, or redundant with a stronger selected figure."
S15-040,2025,Applied and Environmental Microbiology,https://pmc.ncbi.nlm.nih.gov/articles/PMC12366373/,7,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,public_mirror_allowed_cc_by,false,direct_contact_sheet,"Predominantly quantitative, microscopy-heavy, or redundant with a stronger selected figure."
S15-041,2025,Biotechnology and Bioengineering,https://pmc.ncbi.nlm.nih.gov/articles/PMC11632175/,1,B_style_reference,experimental_system,flat_2d_workflow,gas_flow_reactor_monitoring,high,public_mirror_allowed_cc_by,true,direct_contact_sheet,"Bath-specific methane/O2 monitoring-system schematic; useful experimental-design visual language."
S15-041,2025,Biotechnology and Bioengineering,https://pmc.ncbi.nlm.nih.gov/articles/PMC11632175/,2,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,public_mirror_allowed_cc_by,false,direct_contact_sheet,"Predominantly quantitative, microscopy-heavy, or redundant with a stronger selected figure."
S15-041,2025,Biotechnology and Bioengineering,https://pmc.ncbi.nlm.nih.gov/articles/PMC11632175/,3,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,public_mirror_allowed_cc_by,false,direct_contact_sheet,"Predominantly quantitative, microscopy-heavy, or redundant with a stronger selected figure."
S15-041,2025,Biotechnology and Bioengineering,https://pmc.ncbi.nlm.nih.gov/articles/PMC11632175/,4,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet,"Predominantly quantitative, microscopy-heavy, or redundant with a stronger selected figure."
S15-041,2025,Biotechnology and Bioengineering,https://pmc.ncbi.nlm.nih.gov/articles/PMC11632175/,5,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,public_mirror_allowed_cc_by,false,direct_contact_sheet,"Predominantly quantitative, microscopy-heavy, or redundant with a stronger selected figure."
S15-041,2025,Biotechnology and Bioengineering,https://pmc.ncbi.nlm.nih.gov/articles/PMC11632175/,6,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet,"Predominantly quantitative, microscopy-heavy, or redundant with a stronger selected figure."
S15-041,2025,Biotechnology and Bioengineering,https://pmc.ncbi.nlm.nih.gov/articles/PMC11632175/,7,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet,"Predominantly quantitative, microscopy-heavy, or redundant with a stronger selected figure."
S15-042,2025,Advanced Science,https://pmc.ncbi.nlm.nih.gov/articles/PMC12591188/,1,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet,"Predominantly quantitative, microscopy-heavy, or redundant with a stronger selected figure."
S15-042,2025,Advanced Science,https://pmc.ncbi.nlm.nih.gov/articles/PMC12591188/,2,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet,"Predominantly quantitative, microscopy-heavy, or redundant with a stronger selected figure."
S15-042,2025,Advanced Science,https://pmc.ncbi.nlm.nih.gov/articles/PMC12591188/,3,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet,"Predominantly quantitative, microscopy-heavy, or redundant with a stronger selected figure."
S15-042,2025,Advanced Science,https://pmc.ncbi.nlm.nih.gov/articles/PMC12591188/,4,C_context_reference,context_or_quantitative,mixed_or_data,panel_grid,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet,"Potentially useful, but not selected because the figure is visually dense and less transferable than selected DET schematics."
S15-042,2025,Advanced Science,https://pmc.ncbi.nlm.nih.gov/articles/PMC12591188/,5,C_context_reference,context_or_quantitative,mixed_or_data,panel_grid,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet,"Potentially useful conductive-biochar context but dominated by characterization panels."
S15-042,2025,Advanced Science,https://pmc.ncbi.nlm.nih.gov/articles/PMC12591188/,6,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,public_mirror_allowed_cc_by,false,direct_contact_sheet,"Low visual transfer value for mechanism-style learning."
S15-043,2026,Advanced Science,https://pmc.ncbi.nlm.nih.gov/articles/PMC12884730/,1,C_context_reference,context_or_quantitative,mixed_or_data,panel_grid,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet,"Useful carrier synthesis/interface context but not among the two strongest mechanism references."
S15-043,2026,Advanced Science,https://pmc.ncbi.nlm.nih.gov/articles/PMC12884730/,2,A_style_reference,material_microbe_interface,mixed_schematic_data,conductive_carrier_to_biofilm_det,high,public_mirror_allowed_cc_by,true,direct_contact_sheet,"Conductive carrier to biofilm DET schematic integrated with functional evidence."
S15-043,2026,Advanced Science,https://pmc.ncbi.nlm.nih.gov/articles/PMC12884730/,3,C_context_reference,context_or_quantitative,mixed_or_data,panel_grid,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet,"Electrochemical evidence context; less transferable as a standalone mechanism graphic."
S15-043,2026,Advanced Science,https://pmc.ncbi.nlm.nih.gov/articles/PMC12884730/,4,C_context_reference,context_or_quantitative,mixed_or_data,panel_grid,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet,"Transmembrane DET evidence context; selected summary schematic captures the mechanism more cleanly."
S15-043,2026,Advanced Science,https://pmc.ncbi.nlm.nih.gov/articles/PMC12884730/,5,C_context_reference,context_or_quantitative,mixed_or_data,panel_grid,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet,"Microbial enrichment and expression context; not selected for active visual style learning."
S15-043,2026,Advanced Science,https://pmc.ncbi.nlm.nih.gov/articles/PMC12884730/,6,C_context_reference,context_or_quantitative,mixed_or_data,panel_grid,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet,"Metabolic map is informative but visually dense; retained as context only."
S15-043,2026,Advanced Science,https://pmc.ncbi.nlm.nih.gov/articles/PMC12884730/,7,A_style_reference,integrated_mechanism,flat_2d_mechanism,dual_pathway_det_summary,high,public_mirror_allowed_cc_by,true,direct_contact_sheet,"Clean summary schematic of redox-active conductive carrier driving dual-pathway DET; excellent Obj2/Obj3 visual reference."
S15-044,2025,Applied and Environmental Microbiology,https://pmc.ncbi.nlm.nih.gov/articles/PMC12094021/,1,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,public_mirror_allowed_cc_by,false,direct_contact_sheet,"Predominantly quantitative or low-transfer figure."
S15-044,2025,Applied and Environmental Microbiology,https://pmc.ncbi.nlm.nih.gov/articles/PMC12094021/,2,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet,"Microscopy-heavy mineral-biofilm evidence; useful scientifically but weak as a style template."
S15-044,2025,Applied and Environmental Microbiology,https://pmc.ncbi.nlm.nih.gov/articles/PMC12094021/,3,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,public_mirror_allowed_cc_by,false,direct_contact_sheet,"Predominantly quantitative or low-transfer figure."
S15-044,2025,Applied and Environmental Microbiology,https://pmc.ncbi.nlm.nih.gov/articles/PMC12094021/,4,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,public_mirror_allowed_cc_by,false,direct_contact_sheet,"Predominantly transcriptomic/volcano content rather than transferable schematic style."
S15-044,2025,Applied and Environmental Microbiology,https://pmc.ncbi.nlm.nih.gov/articles/PMC12094021/,5,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,public_mirror_allowed_cc_by,false,direct_contact_sheet,"Predominantly quantitative or low-transfer figure."
