candidate_id,year,journal,article_url,figure_number,style_learning_tier,primary_purpose,style_family,layout_archetype,domain_relevance_to_bath_rp,rights_status,public_mirror,inspection_basis,notes
S15-012,2024,Nature Communications,https://pmc.ncbi.nlm.nih.gov/articles/PMC10881478/,4,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,moderate,third_party_style_only,false,caption_license_metadata,Third-party/BioRender risk; not selected for active public style set.
S15-012,2024,Nature Communications,https://pmc.ncbi.nlm.nih.gov/articles/PMC10881478/,5,C_context_reference,context_or_quantitative,mixed_or_data,panel_grid,moderate,third_party_style_only,false,caption_license_metadata,Third-party/BioRender risk; not selected for active public style set.
S15-013,2025,Nature Communications,https://pmc.ncbi.nlm.nih.gov/articles/PMC12313974/,1,B_style_reference,electron_transfer,flat_2d_workflow,instrument_to_eet_signal,moderate,oa_restrictive_no_public_mirror,false,caption_license_metadata,Strong OIRD/EET setup schematic but CC BY-NC-ND; metadata/private reference only.
S15-013,2025,Nature Communications,https://pmc.ncbi.nlm.nih.gov/articles/PMC12313974/,2,C_context_reference,context_or_quantitative,mixed_or_data,panel_grid,moderate,oa_restrictive_no_public_mirror,false,caption_license_metadata,Restrictive OA licence; metadata/private context only.
S15-013,2025,Nature Communications,https://pmc.ncbi.nlm.nih.gov/articles/PMC12313974/,3,C_context_reference,context_or_quantitative,mixed_or_data,panel_grid,moderate,oa_restrictive_no_public_mirror,false,caption_license_metadata,Restrictive OA licence; metadata/private context only.
S15-013,2025,Nature Communications,https://pmc.ncbi.nlm.nih.gov/articles/PMC12313974/,4,A_style_reference,electron_transfer,flat_2d_mechanism,det_vs_met_comparison,high,oa_restrictive_no_public_mirror,false,caption_license_metadata,Very transferable DET-vs-MET measurement logic; CC BY-NC-ND; no public mirror.
S15-013,2025,Nature Communications,https://pmc.ncbi.nlm.nih.gov/articles/PMC12313974/,5,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,oa_restrictive_no_public_mirror,false,caption_license_metadata,Restrictive OA licence; metadata/private context only.
S15-013,2025,Nature Communications,https://pmc.ncbi.nlm.nih.gov/articles/PMC12313974/,6,C_context_reference,context_or_quantitative,mixed_or_data,panel_grid,moderate,oa_restrictive_no_public_mirror,false,caption_license_metadata,Restrictive OA licence; metadata/private context only.
S15-014,2025,Nature Communications,https://pmc.ncbi.nlm.nih.gov/articles/PMC12638906/,1,A_style_reference,integrated_mechanism,flat_2d_mechanism,central_organism_circular_flow,high,public_mirror_allowed_cc_by,true,direct_contact_sheet,Excellent engineered Shewanella→flavin→photoelectron-transfer mechanism; highly transferable to Bath–RP riboflavin/EET visuals.
S15-014,2025,Nature Communications,https://pmc.ncbi.nlm.nih.gov/articles/PMC12638906/,2,B_style_reference,electron_transfer,2d_pathway_cutaway,redox_reaction_chain,high,public_mirror_allowed_cc_by,true,direct_contact_sheet,Distinct redox-mediator thermodynamic mechanism; complements Fig.1.
S15-014,2025,Nature Communications,https://pmc.ncbi.nlm.nih.gov/articles/PMC12638906/,3,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet,Predominantly quantitative/microscopy/low-transfer or redundant figure.
S15-014,2025,Nature Communications,https://pmc.ncbi.nlm.nih.gov/articles/PMC12638906/,4,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet,Predominantly quantitative/microscopy/low-transfer or redundant figure.
S15-014,2025,Nature Communications,https://pmc.ncbi.nlm.nih.gov/articles/PMC12638906/,5,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,public_mirror_allowed_cc_by,false,direct_contact_sheet,Predominantly quantitative/microscopy/low-transfer or redundant figure.
S15-015,2024,The ISME Journal,https://pmc.ncbi.nlm.nih.gov/articles/PMC10976475/,1,B_style_reference,microbial_interaction,mixed_schematic_data,two_organism_crossfeeding_plus_pathway,high,public_mirror_allowed_cc_by,true,direct_contact_sheet,Direct R. palustris cross-feeding reference; useful two-part interaction+pathway hierarchy.
S15-015,2024,The ISME Journal,https://pmc.ncbi.nlm.nih.gov/articles/PMC10976475/,2,C_context_reference,context_or_quantitative,mixed_or_data,panel_grid,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet,Potentially useful but not among top 1–2 distinct figures for this article.
S15-015,2024,The ISME Journal,https://pmc.ncbi.nlm.nih.gov/articles/PMC10976475/,3,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,public_mirror_allowed_cc_by,false,direct_contact_sheet,Predominantly quantitative/microscopy/low-transfer or redundant figure.
S15-015,2024,The ISME Journal,https://pmc.ncbi.nlm.nih.gov/articles/PMC10976475/,4,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,public_mirror_allowed_cc_by,false,direct_contact_sheet,Predominantly quantitative/microscopy/low-transfer or redundant figure.
S15-015,2024,The ISME Journal,https://pmc.ncbi.nlm.nih.gov/articles/PMC10976475/,5,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,public_mirror_allowed_cc_by,false,direct_contact_sheet,Predominantly quantitative/microscopy/low-transfer or redundant figure.
S15-015,2024,The ISME Journal,https://pmc.ncbi.nlm.nih.gov/articles/PMC10976475/,6,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet,Predominantly quantitative/microscopy/low-transfer or redundant figure.
S15-015,2024,The ISME Journal,https://pmc.ncbi.nlm.nih.gov/articles/PMC10976475/,7,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet,Predominantly quantitative/microscopy/low-transfer or redundant figure.
S15-015,2024,The ISME Journal,https://pmc.ncbi.nlm.nih.gov/articles/PMC10976475/,8,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,public_mirror_allowed_cc_by,false,direct_contact_sheet,Predominantly quantitative/microscopy/low-transfer or redundant figure.
S15-016,2024,The ISME Journal,https://pmc.ncbi.nlm.nih.gov/articles/PMC11170663/,1,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,public_mirror_allowed_cc_by,false,direct_contact_sheet,Predominantly quantitative/microscopy/low-transfer or redundant figure.
S15-016,2024,The ISME Journal,https://pmc.ncbi.nlm.nih.gov/articles/PMC11170663/,2,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,public_mirror_allowed_cc_by,false,direct_contact_sheet,Predominantly quantitative/microscopy/low-transfer or redundant figure.
S15-016,2024,The ISME Journal,https://pmc.ncbi.nlm.nih.gov/articles/PMC11170663/,3,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,public_mirror_allowed_cc_by,false,direct_contact_sheet,Predominantly quantitative/microscopy/low-transfer or redundant figure.
S15-016,2024,The ISME Journal,https://pmc.ncbi.nlm.nih.gov/articles/PMC11170663/,4,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,public_mirror_allowed_cc_by,false,direct_contact_sheet,Predominantly quantitative/microscopy/low-transfer or redundant figure.
S15-016,2024,The ISME Journal,https://pmc.ncbi.nlm.nih.gov/articles/PMC11170663/,5,A_style_reference,microbial_interaction,flat_2d_mechanism,multi_organism_crossfeeding_network,high,public_mirror_allowed_cc_by,true,direct_contact_sheet,Strong multi-organism formate/H2/acetate cross-feeding network.
S15-016,2024,The ISME Journal,https://pmc.ncbi.nlm.nih.gov/articles/PMC11170663/,6,B_style_reference,environmental_process,editorial_2d_overview,donor_pool_to_terminal_processes,high,public_mirror_allowed_cc_by,true,direct_contact_sheet,Clean donor-pool→biogeochemical-process overview; distinct environmental-process layout.
S15-017,2025,The ISME Journal,https://pmc.ncbi.nlm.nih.gov/articles/PMC12279053/,1,A_style_reference,microbial_interaction,mixed_schematic_data,circular_crossfeeding_plus_evidence,high,public_mirror_allowed_cc_by,true,direct_contact_sheet,RP-centered circular cross-feeding logic; very relevant to Bath–RP interaction diagrams.
S15-017,2025,The ISME Journal,https://pmc.ncbi.nlm.nih.gov/articles/PMC12279053/,2,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet,Predominantly quantitative/microscopy/low-transfer or redundant figure.
S15-017,2025,The ISME Journal,https://pmc.ncbi.nlm.nih.gov/articles/PMC12279053/,3,C_context_reference,context_or_quantitative,mixed_or_data,panel_grid,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet,Potentially useful but not among top 1–2 distinct figures for this article.
S15-017,2025,The ISME Journal,https://pmc.ncbi.nlm.nih.gov/articles/PMC12279053/,4,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,public_mirror_allowed_cc_by,false,direct_contact_sheet,Predominantly quantitative/microscopy/low-transfer or redundant figure.
S15-017,2025,The ISME Journal,https://pmc.ncbi.nlm.nih.gov/articles/PMC12279053/,5,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,public_mirror_allowed_cc_by,false,direct_contact_sheet,Predominantly quantitative/microscopy/low-transfer or redundant figure.
S15-017,2025,The ISME Journal,https://pmc.ncbi.nlm.nih.gov/articles/PMC12279053/,6,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet,Predominantly quantitative/microscopy/low-transfer or redundant figure.
S15-017,2025,The ISME Journal,https://pmc.ncbi.nlm.nih.gov/articles/PMC12279053/,7,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,public_mirror_allowed_cc_by,false,direct_contact_sheet,Predominantly quantitative/microscopy/low-transfer or redundant figure.
S15-017,2025,The ISME Journal,https://pmc.ncbi.nlm.nih.gov/articles/PMC12279053/,8,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,public_mirror_allowed_cc_by,false,direct_contact_sheet,Predominantly quantitative/microscopy/low-transfer or redundant figure.
S15-018,2026,ISME Communications,https://pmc.ncbi.nlm.nih.gov/articles/PMC13137332/,1,B_style_reference,microbial_interaction,mixed_schematic_data,two_strain_exchange_plus_spatial_phenotype,moderate,public_mirror_allowed_cc_by,true,direct_contact_sheet,Two-strain detoxifier/consumer exchange plus colony phenotype; useful interaction→phenotype composition.
S15-018,2026,ISME Communications,https://pmc.ncbi.nlm.nih.gov/articles/PMC13137332/,2,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,public_mirror_allowed_cc_by,false,direct_contact_sheet,Predominantly quantitative/microscopy/low-transfer or redundant figure.
S15-018,2026,ISME Communications,https://pmc.ncbi.nlm.nih.gov/articles/PMC13137332/,3,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet,Predominantly quantitative/microscopy/low-transfer or redundant figure.
S15-018,2026,ISME Communications,https://pmc.ncbi.nlm.nih.gov/articles/PMC13137332/,4,A_style_reference,comparative_perturbation,editorial_2d_overview,mirrored_low_high_spatial_comparison,high,public_mirror_allowed_cc_by,true,direct_contact_sheet,Excellent low-vs-high substrate spatial comparison; transferable to matched perturbation layouts.
S15-018,2026,ISME Communications,https://pmc.ncbi.nlm.nih.gov/articles/PMC13137332/,5,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet,Predominantly quantitative/microscopy/low-transfer or redundant figure.
