candidate_id,year,journal,article_url,figure_number,style_learning_tier,primary_purpose,style_family,layout_archetype,domain_relevance_to_bath_rp,rights_status,public_mirror,inspection_basis,notes
S15-022,2026,Chemical Reviews,https://pmc.ncbi.nlm.nih.gov/articles/PMC13107470/,5,C_context_reference,electron_transfer,2d_pathway_cutaway,electrode_to_microbe_eet,high,public_mirror_allowed_cc_by,false,direct_contact_sheet,Useful inward-EET cutaway but not selected because of per-article cap and stronger Fig.1/Fig.6 coverage.
S15-022,2026,Chemical Reviews,https://pmc.ncbi.nlm.nih.gov/articles/PMC13107470/,6,A_style_reference,material_microbe_interface,flat_2d_comparison,four_biohybrid_architectures,high,public_mirror_allowed_cc_by,true,direct_contact_sheet,"Clean comparison of colloidal, sheet, PEC and PV+EC microbe–semiconductor architectures."
S15-022,2026,Chemical Reviews,https://pmc.ncbi.nlm.nih.gov/articles/PMC13107470/,7,C_context_reference,context_or_quantitative,mixed_or_data,panel_grid,moderate,third_party_style_only,false,caption_license_metadata,Third-party/reproduced-with-permission content; metadata/style context only; no public mirror.
S15-022,2026,Chemical Reviews,https://pmc.ncbi.nlm.nih.gov/articles/PMC13107470/,8,C_context_reference,material_microbe_interface,flat_2d_comparison,separated_biohybrid_architectures,high,public_mirror_allowed_cc_by,false,direct_contact_sheet,Strong architecture comparison but redundant with selected Fig.6.
S15-022,2026,Chemical Reviews,https://pmc.ncbi.nlm.nih.gov/articles/PMC13107470/,9,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,moderate,third_party_style_only,false,caption_license_metadata,Third-party/reproduced-with-permission content; no public mirror.
S15-022,2026,Chemical Reviews,https://pmc.ncbi.nlm.nih.gov/articles/PMC13107470/,10,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,moderate,third_party_style_only,false,caption_license_metadata,Third-party/reproduced-with-permission content; no public mirror.
S15-022,2026,Chemical Reviews,https://pmc.ncbi.nlm.nih.gov/articles/PMC13107470/,11,C_context_reference,electron_transfer,mixed_schematic_data,bidirectional_eet,high,third_party_style_only,false,caption_license_metadata,High conceptual relevance but reproduced third-party content; style context only.
S15-022,2026,Chemical Reviews,https://pmc.ncbi.nlm.nih.gov/articles/PMC13107470/,12,C_context_reference,material_microbe_interface,flat_2d_workflow,in_situ_vs_ex_situ_assembly,high,public_mirror_allowed_cc_by,false,direct_contact_sheet,Useful assembly workflow but lower priority than Fig.1/Fig.6.
S15-022,2026,Chemical Reviews,https://pmc.ncbi.nlm.nih.gov/articles/PMC13107470/,13,C_context_reference,context_or_quantitative,mixed_or_data,panel_grid,moderate,third_party_style_only,false,caption_license_metadata,Third-party content; no public mirror.
S15-022,2026,Chemical Reviews,https://pmc.ncbi.nlm.nih.gov/articles/PMC13107470/,14,C_context_reference,context_or_quantitative,mixed_or_data,panel_grid,moderate,third_party_style_only,false,caption_license_metadata,Third-party content; no public mirror.
S15-022,2026,Chemical Reviews,https://pmc.ncbi.nlm.nih.gov/articles/PMC13107470/,15,C_context_reference,material_microbe_interface,mixed_schematic_data,mediator_and_conductive_interface,high,third_party_style_only,false,caption_license_metadata,Relevant mediator/conductive-layer design but reproduced third-party content.
S15-022,2026,Chemical Reviews,https://pmc.ncbi.nlm.nih.gov/articles/PMC13107470/,16,C_context_reference,material_microbe_interface,mixed_schematic_data,surface_modification_interface,high,third_party_style_only,false,caption_license_metadata,Relevant interface design but reproduced third-party content.
S15-022,2026,Chemical Reviews,https://pmc.ncbi.nlm.nih.gov/articles/PMC13107470/,17,B_style_reference,electron_transfer,mixed_schematic_data,engineered_flavin_eet,high,third_party_style_only,false,caption_license_metadata,Excellent engineered flavin-mediated EET reference but reproduced third-party content; no public mirror.
S15-022,2026,Chemical Reviews,https://pmc.ncbi.nlm.nih.gov/articles/PMC13107470/,18,C_context_reference,context_or_quantitative,mixed_or_data,panel_grid,moderate,third_party_style_only,false,caption_license_metadata,Third-party content; no public mirror.
S15-022,2026,Chemical Reviews,https://pmc.ncbi.nlm.nih.gov/articles/PMC13107470/,19,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,third_party_style_only,false,caption_license_metadata,Primarily quantitative third-party content.
S15-022,2026,Chemical Reviews,https://pmc.ncbi.nlm.nih.gov/articles/PMC13107470/,20,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,third_party_style_only,false,caption_license_metadata,Primarily quantitative third-party content.
S15-022,2026,Chemical Reviews,https://pmc.ncbi.nlm.nih.gov/articles/PMC13107470/,21,C_context_reference,material_microbe_interface,mixed_schematic_data,integrated_vs_decoupled_biohybrid,high,third_party_style_only,false,caption_license_metadata,Useful integrated-vs-decoupled grammar but reproduced third-party content.
S15-022,2026,Chemical Reviews,https://pmc.ncbi.nlm.nih.gov/articles/PMC13107470/,22,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,moderate,third_party_style_only,false,caption_license_metadata,Primarily measurement content.
S15-022,2026,Chemical Reviews,https://pmc.ncbi.nlm.nih.gov/articles/PMC13107470/,23,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,third_party_style_only,false,caption_license_metadata,Omics heatmap content; low style-transfer value.
S15-022,2026,Chemical Reviews,https://pmc.ncbi.nlm.nih.gov/articles/PMC13107470/,24,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,moderate,third_party_style_only,false,caption_license_metadata,Genomic analysis figure; not a priority schematic.
S15-022,2026,Chemical Reviews,https://pmc.ncbi.nlm.nih.gov/articles/PMC13107470/,25,C_context_reference,material_microbe_interface,mixed_schematic_data,biohybrid_h2,moderate,third_party_style_only,false,caption_license_metadata,Application-specific third-party biohybrid reference.
S15-022,2026,Chemical Reviews,https://pmc.ncbi.nlm.nih.gov/articles/PMC13107470/,26,C_context_reference,material_microbe_interface,mixed_schematic_data,biohybrid_co2_reduction,high,third_party_style_only,false,caption_license_metadata,Highly relevant CO2-reduction biohybrid reference but reproduced third-party content.
S15-022,2026,Chemical Reviews,https://pmc.ncbi.nlm.nih.gov/articles/PMC13107470/,27,C_context_reference,material_microbe_interface,mixed_schematic_data,biohybrid_n2_fixation,moderate,third_party_style_only,false,caption_license_metadata,Application-specific third-party biohybrid reference.
S15-022,2026,Chemical Reviews,https://pmc.ncbi.nlm.nih.gov/articles/PMC13107470/,28,C_context_reference,material_microbe_interface,mixed_schematic_data,biohybrid_chemical_synthesis,high,third_party_style_only,false,caption_license_metadata,High conceptual value but reproduced third-party content.
S15-022,2026,Chemical Reviews,https://pmc.ncbi.nlm.nih.gov/articles/PMC13107470/,29,C_context_reference,material_microbe_interface,editorial_2d_overview,future_interface_design,high,third_party_style_only,false,caption_license_metadata,Future design overview; reproduced third-party content.
S15-022,2026,Chemical Reviews,https://pmc.ncbi.nlm.nih.gov/articles/PMC13107470/,30,C_context_reference,material_microbe_interface,mixed_schematic_data,pec_device_optimization,moderate,third_party_style_only,false,caption_license_metadata,Device-oriented third-party reference.
S15-023,2025,ACS Sustainable Chemistry & Engineering,https://pmc.ncbi.nlm.nih.gov/articles/PMC12635957/,1,A_style_reference,integrated_mechanism,mixed_2d_mechanism,photoelectrode_microbe_partner_flow,high,public_mirror_allowed_cc_by,true,direct_contact_sheet,Strong solar→electrode→microbe→partner carbon-flow hierarchy relevant to Bio-Se and Bath–partner mechanisms.
S15-023,2025,ACS Sustainable Chemistry & Engineering,https://pmc.ncbi.nlm.nih.gov/articles/PMC12635957/,2,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet,Primarily quantitative characterization.
S15-023,2025,ACS Sustainable Chemistry & Engineering,https://pmc.ncbi.nlm.nih.gov/articles/PMC12635957/,3,C_context_reference,material_microbe_interface,mixed_schematic_data,interface_plus_performance,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet,Useful interface inset but dominated by quantitative panels.
S15-023,2025,ACS Sustainable Chemistry & Engineering,https://pmc.ncbi.nlm.nih.gov/articles/PMC12635957/,4,B_style_reference,microbial_interaction,mixed_schematic_data,bioelectrochemical_to_fermentation_pathway,high,public_mirror_allowed_cc_by,true,direct_contact_sheet,Useful coupling of photoelectrochemical carbon fixation to partner fermentation and metabolic pathway.
