candidate_id,year,journal,article_url,figure_number,style_learning_tier,primary_purpose,style_family,layout_archetype,domain_relevance_to_bath_rp,rights_status,public_mirror,inspection_basis,notes
S15-032,2024,Nature Communications,https://pmc.ncbi.nlm.nih.gov/articles/PMC10874420/,6,C_context_reference,context_or_quantitative,mixed_or_data,panel_grid,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet_and_caption,Potential context value but not among the top distinct 1–2 style references for this article.
S15-032,2024,Nature Communications,https://pmc.ncbi.nlm.nih.gov/articles/PMC10874420/,7,A_style_reference,methane_eet,flat_2d_mechanism,methane_metabolism_to_electrode,high,public_mirror_allowed_cc_by,true,direct_contact_sheet_and_caption,Integrated methane metabolism and putative EET-to-electrode mechanism.
S15-033,2024,Nature Reviews Methods Primers,https://pmc.ncbi.nlm.nih.gov/articles/PMC11546438/,1,A_style_reference,material_microbe_interface,editorial_2d_overview,abiotic_biotic_exchange,high,oa_restrictive_no_public_mirror,false,direct_contact_sheet_and_caption,Strong high-level material-microbe hybrid grammar but TDM/restrictive for public mirroring.
S15-033,2024,Nature Reviews Methods Primers,https://pmc.ncbi.nlm.nih.gov/articles/PMC11546438/,2,C_context_reference,context_or_quantitative,mixed_or_data,panel_grid,moderate,oa_restrictive_no_public_mirror,false,direct_contact_sheet_and_caption,Restrictive/TDM rights; metadata/context only.
S15-033,2024,Nature Reviews Methods Primers,https://pmc.ncbi.nlm.nih.gov/articles/PMC11546438/,3,A_style_reference,material_microbe_interface,editorial_2d_framework,interface_design_questions,high,oa_restrictive_no_public_mirror,false,direct_contact_sheet_and_caption,Excellent interface-design framework; metadata/style reference only because rights are restrictive.
S15-034,2024,Advanced Materials,https://pmc.ncbi.nlm.nih.gov/articles/PMC11220693/,1,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,public_mirror_allowed_cc_by,false,direct_contact_sheet_and_caption,Potential context value but not among the top distinct 1–2 style references for this article.
S15-034,2024,Advanced Materials,https://pmc.ncbi.nlm.nih.gov/articles/PMC11220693/,2,B_style_reference,material_microbe_interface,mixed_schematic_data,self_assembled_cell_material_interface,high,public_mirror_allowed_cc_by,true,direct_contact_sheet_and_caption,Useful self-assembled particle-cell interface morphology plus characterization hierarchy.
S15-034,2024,Advanced Materials,https://pmc.ncbi.nlm.nih.gov/articles/PMC11220693/,3,C_context_reference,context_or_quantitative,mixed_or_data,panel_grid,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet_and_caption,Potential context value but not among the top distinct 1–2 style references for this article.
S15-034,2024,Advanced Materials,https://pmc.ncbi.nlm.nih.gov/articles/PMC11220693/,4,C_context_reference,context_or_quantitative,mixed_or_data,panel_grid,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet_and_caption,Potential context value but not among the top distinct 1–2 style references for this article.
S15-034,2024,Advanced Materials,https://pmc.ncbi.nlm.nih.gov/articles/PMC11220693/,5,A_style_reference,photoelectron_transfer,flat_2d_mechanism,redox_mediator_working_mechanism,high,public_mirror_allowed_cc_by,true,direct_contact_sheet_and_caption,Strong redox-substance plus working-mechanism figure for material-to-cell electron transfer.
S15-035,2024,Environmental Microbiology,https://pmc.ncbi.nlm.nih.gov/articles/PMC11370633/,1,C_context_reference,microbial_interaction,quantitative_interaction,two_compartment_or_rate_data,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet_and_caption,Relevant interaction evidence but weak transferable figure style; retain as context not active style set.
S15-035,2024,Environmental Microbiology,https://pmc.ncbi.nlm.nih.gov/articles/PMC11370633/,2,C_context_reference,microbial_interaction,quantitative_interaction,two_compartment_or_rate_data,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet_and_caption,Relevant interaction evidence but weak transferable figure style; retain as context not active style set.
S15-035,2024,Environmental Microbiology,https://pmc.ncbi.nlm.nih.gov/articles/PMC11370633/,3,exclude_from_style_learning,context_or_quantitative,quantitative_interaction,two_compartment_or_rate_data,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet_and_caption,Relevant interaction evidence but weak transferable figure style; retain as context not active style set.
S15-035,2024,Environmental Microbiology,https://pmc.ncbi.nlm.nih.gov/articles/PMC11370633/,4,exclude_from_style_learning,context_or_quantitative,quantitative_interaction,two_compartment_or_rate_data,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet_and_caption,Relevant interaction evidence but weak transferable figure style; retain as context not active style set.
S15-035,2024,Environmental Microbiology,https://pmc.ncbi.nlm.nih.gov/articles/PMC11370633/,5,exclude_from_style_learning,context_or_quantitative,quantitative_interaction,two_compartment_or_rate_data,moderate,public_mirror_allowed_cc_by,false,direct_contact_sheet_and_caption,Relevant interaction evidence but weak transferable figure style; retain as context not active style set.
S15-036,2024,Global Change Biology,https://pmc.ncbi.nlm.nih.gov/articles/PMC11374530/,1,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,low,public_mirror_allowed_cc_by,false,direct_contact_sheet_and_caption,Potential context value but not among the top distinct 1–2 style references for this article.
S15-036,2024,Global Change Biology,https://pmc.ncbi.nlm.nih.gov/articles/PMC11374530/,2,A_style_reference,methane_environmental_process,editorial_2d_comparison,four_anoxic_mob_strategies,high,public_mirror_allowed_cc_by,true,direct_contact_sheet_and_caption,Comparative four-strategy layout for MOB persistence under anoxia.
S15-036,2024,Global Change Biology,https://pmc.ncbi.nlm.nih.gov/articles/PMC11374530/,3,B_style_reference,methane_metabolism,dense_2d_pathway,mob_anoxic_metabolism_eet,high,public_mirror_allowed_cc_by,true,direct_contact_sheet_and_caption,Dense but relevant pathway map linking methane oxidation alternative acceptors and EET.
S15-037,2024,Frontiers in Microbiology,https://pmc.ncbi.nlm.nih.gov/articles/PMC11374917/,1,exclude_from_style_learning,context_or_quantitative,mixed_or_data,panel_grid,moderate,third_party_style_only,false,direct_contact_sheet_and_caption,Third-party/BioRender risk; excluded from public active asset set.
S15-037,2024,Frontiers in Microbiology,https://pmc.ncbi.nlm.nih.gov/articles/PMC11374917/,2,B_style_reference,environmental_gradient,editorial_2d_profile,stratified_lake_methane_zones,high,public_mirror_allowed_cc_by,true,direct_contact_sheet_and_caption,Clean stratified-lake CH4/O2 profile with organism zonation.
S15-037,2024,Frontiers in Microbiology,https://pmc.ncbi.nlm.nih.gov/articles/PMC11374917/,3,A_style_reference,methane_environmental_process,editorial_2d_comparison,microoxic_anoxic_mob_hypotheses,high,public_mirror_allowed_cc_by,true,direct_contact_sheet_and_caption,Excellent multi-panel hypotheses for MOB persistence across microoxic/anoxic conditions.
